name,type,category,data_name,data_users,collections,parent,parent_type,children,hide_viewport,hide_render,visible,location,rotation_euler,scale,matrix_world_translation,matrix_parent_inverse_translation,modifier_count,constraint_count,animation_action,driver_count,nla_track_count,bounds_min,bounds_max,bounds_center,dimensions_world,origin_to_bounds_center,origin_detached_candidate
HERO_Rooftop_HVAC_0,MESH,OTHER,Cube.191,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[-8.194244384765625, 27.0, 6.323637962341309]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-8.194244384765625, 27.0, 6.323637962341309]","[0.0, 0.0, 0.0]",2,0,HERO_Rooftop_HVAC_0Action,0,0,"[-8.7509183883667, 26.760000228881836, 6.158673286437988]","[-7.637570381164551, 27.239999771118164, 6.488602638244629]","[-8.194244384765625, 27.0, 6.323637962341309]","[1.1133480072021484, 0.4799995422363281, 0.3299293518066406]",0.0,False
HERO_Rooftop_HVAC_1,MESH,OTHER,Cube.192,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[-2.560701370239258, 27.0, 6.323637962341309]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-2.560701370239258, 27.0, 6.323637962341309]","[0.0, 0.0, 0.0]",2,0,HERO_Rooftop_HVAC_1Action,0,0,"[-3.117375612258911, 26.760000228881836, 6.158673286437988]","[-2.0040271282196045, 27.239999771118164, 6.488602638244629]","[-2.560701370239258, 27.0, 6.323637962341309]","[1.1133484840393066, 0.4799995422363281, 0.3299293518066406]",0.0,False
HERO_Rooftop_HVAC_2,MESH,OTHER,Cube.193,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[3.0728416442871094, 27.0, 6.323637962341309]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[3.0728416442871094, 27.0, 6.323637962341309]","[0.0, 0.0, 0.0]",2,0,HERO_Rooftop_HVAC_2Action,0,0,"[2.516167402267456, 26.760000228881836, 6.158673286437988]","[3.6295158863067627, 27.239999771118164, 6.488602638244629]","[3.0728416442871094, 27.0, 6.323637962341309]","[1.1133484840393066, 0.4799995422363281, 0.3299293518066406]",0.0,False
HERO_Rooftop_HVAC_3,MESH,OTHER,Cube.194,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[8.706384658813477, 27.0, 6.323637962341309]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[8.706384658813477, 27.0, 6.323637962341309]","[0.0, 0.0, 0.0]",2,0,HERO_Rooftop_HVAC_3Action,0,0,"[8.149710655212402, 26.760000228881836, 6.158673286437988]","[9.26305866241455, 27.239999771118164, 6.488602638244629]","[8.706384658813477, 27.0, 6.323637962341309]","[1.1133480072021484, 0.4799995422363281, 0.3299293518066406]",0.0,False
HERO_Rooftop_Vent_0,MESH,OTHER,Cylinder.008,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[-7.693237781524658, 27.059999465942383, 6.543590545654297]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-7.693237781524658, 27.059999465942383, 6.543590545654297]","[0.0, 0.0, 0.0]",0,0,HERO_Rooftop_Vent_0Action,0,0,"[-7.7382378578186035, 27.014999389648438, 6.478590488433838]","[-7.648237705230713, 27.104999542236328, 6.608590602874756]","[-7.693237781524658, 27.059999465942383, 6.543590545654297]","[0.09000015258789062, 0.09000015258789062, 0.13000011444091797]",0.0,False
HERO_Rooftop_Vent_1,MESH,OTHER,Cylinder.009,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[-2.059694528579712, 27.059999465942383, 6.543590545654297]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-2.059694528579712, 27.059999465942383, 6.543590545654297]","[0.0, 0.0, 0.0]",0,0,HERO_Rooftop_Vent_1Action,0,0,"[-2.1046946048736572, 27.014999389648438, 6.478590488433838]","[-2.0146944522857666, 27.104999542236328, 6.608590602874756]","[-2.059694528579712, 27.059999465942383, 6.543590545654297]","[0.09000015258789062, 0.09000015258789062, 0.13000011444091797]",0.0,False
HERO_Rooftop_Vent_2,MESH,OTHER,Cylinder.010,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[3.5738484859466553, 27.059999465942383, 6.543590545654297]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[3.5738484859466553, 27.059999465942383, 6.543590545654297]","[0.0, 0.0, 0.0]",0,0,HERO_Rooftop_Vent_2Action,0,0,"[3.52884840965271, 27.014999389648438, 6.478590488433838]","[3.6188485622406006, 27.104999542236328, 6.608590602874756]","[3.5738484859466553, 27.059999465942383, 6.543590545654297]","[0.09000015258789062, 0.09000015258789062, 0.13000011444091797]",0.0,False
HERO_Rooftop_Vent_3,MESH,OTHER,Cylinder.011,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[9.207391738891602, 27.059999465942383, 6.543590545654297]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[9.207391738891602, 27.059999465942383, 6.543590545654297]","[0.0, 0.0, 0.0]",0,0,HERO_Rooftop_Vent_3Action,0,0,"[9.162391662597656, 27.014999389648438, 6.478590488433838]","[9.252391815185547, 27.104999542236328, 6.608590602874756]","[9.207391738891602, 27.059999465942383, 6.543590545654297]","[0.09000015258789062, 0.09000015258789062, 0.13000011444091797]",0.0,False
HERO_Sidewalk_ExpansionJoint_X_1,MESH,OTHER,Cube.198,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[-9.602630615234375, 21.528799057006836, 0.04600000008940697]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-9.602630615234375, 21.528799057006836, 0.04600000008940697]","[0.0, 0.0, 0.0]",0,0,HERO_Sidewalk_ExpansionJoint_X_1Action,0,0,"[-9.620630264282227, 19.057598114013672, 0.041999999433755875]","[-9.584630966186523, 24.0, 0.05000000074505806]","[-9.602630615234375, 21.528799057006836, 0.04600000008940697]","[0.035999298095703125, 4.942401885986328, 0.008000001311302185]",0.0,False
HERO_Sidewalk_ExpansionJoint_X_2,MESH,OTHER,Cube.199,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[-6.4017534255981445, 21.528799057006836, 0.04600000008940697]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-6.4017534255981445, 21.528799057006836, 0.04600000008940697]","[0.0, 0.0, 0.0]",0,0,HERO_Sidewalk_ExpansionJoint_X_2Action,0,0,"[-6.419753551483154, 19.057598114013672, 0.041999999433755875]","[-6.383753299713135, 24.0, 0.05000000074505806]","[-6.4017534255981445, 21.528799057006836, 0.04600000008940697]","[0.03600025177001953, 4.942401885986328, 0.008000001311302185]",0.0,False
HERO_Sidewalk_ExpansionJoint_X_3,MESH,OTHER,Cube.200,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[-3.2008767127990723, 21.528799057006836, 0.04600000008940697]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-3.2008767127990723, 21.528799057006836, 0.04600000008940697]","[0.0, 0.0, 0.0]",0,0,HERO_Sidewalk_ExpansionJoint_X_3Action,0,0,"[-3.218876600265503, 19.057598114013672, 0.041999999433755875]","[-3.1828768253326416, 24.0, 0.05000000074505806]","[-3.2008767127990723, 21.528799057006836, 0.04600000008940697]","[0.03599977493286133, 4.942401885986328, 0.008000001311302185]",0.0,False
HERO_Sidewalk_ExpansionJoint_X_4,MESH,OTHER,Cube.201,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[0.0, 21.528799057006836, 0.04600000008940697]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0.0, 21.528799057006836, 0.04600000008940697]","[0.0, 0.0, 0.0]",0,0,HERO_Sidewalk_ExpansionJoint_X_4Action,0,0,"[-0.017999999225139618, 19.057598114013672, 0.041999999433755875]","[0.017999999225139618, 24.0, 0.05000000074505806]","[0.0, 21.528799057006836, 0.04600000008940697]","[0.035999998450279236, 4.942401885986328, 0.008000001311302185]",0.0,False
HERO_Sidewalk_ExpansionJoint_X_5,MESH,OTHER,Cube.202,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[3.2008767127990723, 21.528799057006836, 0.04600000008940697]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[3.2008767127990723, 21.528799057006836, 0.04600000008940697]","[0.0, 0.0, 0.0]",0,0,HERO_Sidewalk_ExpansionJoint_X_5Action,0,0,"[3.1828768253326416, 19.057598114013672, 0.041999999433755875]","[3.218876600265503, 24.0, 0.05000000074505806]","[3.2008767127990723, 21.528799057006836, 0.04600000008940697]","[0.03599977493286133, 4.942401885986328, 0.008000001311302185]",0.0,False
HERO_Sidewalk_ExpansionJoint_X_6,MESH,OTHER,Cube.203,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[6.4017534255981445, 21.528799057006836, 0.04600000008940697]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[6.4017534255981445, 21.528799057006836, 0.04600000008940697]","[0.0, 0.0, 0.0]",0,0,HERO_Sidewalk_ExpansionJoint_X_6Action,0,0,"[6.383753299713135, 19.057598114013672, 0.041999999433755875]","[6.419753551483154, 24.0, 0.05000000074505806]","[6.4017534255981445, 21.528799057006836, 0.04600000008940697]","[0.03600025177001953, 4.942401885986328, 0.008000001311302185]",0.0,False
HERO_Sidewalk_ExpansionJoint_X_7,MESH,OTHER,Cube.204,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[9.602630615234375, 21.528799057006836, 0.04600000008940697]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[9.602630615234375, 21.528799057006836, 0.04600000008940697]","[0.0, 0.0, 0.0]",0,0,HERO_Sidewalk_ExpansionJoint_X_7Action,0,0,"[9.584630966186523, 19.057598114013672, 0.041999999433755875]","[9.620630264282227, 24.0, 0.05000000074505806]","[9.602630615234375, 21.528799057006836, 0.04600000008940697]","[0.035999298095703125, 4.942401885986328, 0.008000001311302185]",0.0,False
HERO_Sidewalk_WideTop,MESH,OTHER,Cube.195,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[0.0, 21.528799057006836, 0.019999999552965164]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0.0, 21.528799057006836, 0.019999999552965164]","[0.0, 0.0, 0.0]",2,0,HERO_Sidewalk_WideTopAction,0,0,"[-13.453507423400879, 19.057598114013672, -0.12291078269481659]","[13.453507423400879, 24.0, 0.05999999865889549]","[0.0, 21.528799057006836, -0.0314553901553154]","[26.907014846801758, 4.942401885986328, 0.18291078507900238]",0.05145539019582873,False
HERO_Storefront_CenterMullion_0,MESH,OTHER,Cube.169,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[-8.14136028289795, 23.834999084472656, 1.9958266019821167]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-8.14136028289795, 23.834999084472656, 1.9958266019821167]","[0.0, 0.0, 0.0]",2,0,HERO_Storefront_CenterMullion_0Action,0,0,"[-8.158860206604004, 23.78499984741211, 0.060000061988830566]","[-8.123860359191895, 23.884998321533203, 3.9316530227661133]","[-8.14136028289795, 23.834999084472656, 1.9958264827728271]","[0.034999847412109375, 0.09999847412109375, 3.8716530799865723]",1.1920928955078125e-07,False
HERO_Storefront_CenterMullion_3,MESH,OTHER,Cube.190,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[8.14136028289795, 23.834999084472656, 1.9958266019821167]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[8.14136028289795, 23.834999084472656, 1.9958266019821167]","[0.0, 0.0, 0.0]",2,0,HERO_Storefront_CenterMullion_3Action,0,0,"[8.123860359191895, 23.78499984741211, 0.060000061988830566]","[8.158860206604004, 23.884998321533203, 3.9316530227661133]","[8.14136028289795, 23.834999084472656, 1.9958264827728271]","[0.034999847412109375, 0.09999847412109375, 3.8716530799865723]",1.1920928955078125e-07,False
HERO_Storefront_ContinuousBottomFrame,MESH,OTHER,Cube.059,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[0.0, 23.834999084472656, 0.05999999865889549]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0.0, 23.834999084472656, 0.05999999865889549]","[0.0, 0.0, 0.0]",2,0,HERO_Storefront_ContinuousBottomFrameAction,0,0,"[-10.328888893127441, 23.78499984741211, 0.02499999850988388]","[10.328888893127441, 23.884998321533203, 0.0949999988079071]","[0.0, 23.834999084472656, 0.05999999865889549]","[20.657777786254883, 0.09999847412109375, 0.07000000029802322]",0.0,False
HERO_Storefront_ContinuousTopFrame,MESH,OTHER,Cube.058,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[0.0, 23.834999084472656, 3.9316530227661133]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0.0, 23.834999084472656, 3.9316530227661133]","[0.0, 0.0, 0.0]",2,0,HERO_Storefront_ContinuousTopFrameAction,0,0,"[-10.328888893127441, 23.78499984741211, 3.896652936935425]","[10.328888893127441, 23.884998321533203, 3.9666531085968018]","[0.0, 23.834999084472656, 3.9316530227661133]","[20.657777786254883, 0.09999847412109375, 0.07000017166137695]",0.0,False
HERO_Storefront_LeftVertical_0,MESH,OTHER,Cube.119,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[-10.228888511657715, 23.834999084472656, 1.9958266019821167]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-10.228888511657715, 23.834999084472656, 1.9958266019821167]","[0.0, 0.0, 0.0]",2,0,HERO_Storefront_LeftVertical_0Action,0,0,"[-10.24638843536377, 23.78499984741211, 0.060000061988830566]","[-10.21138858795166, 23.884998321533203, 3.9316530227661133]","[-10.228888511657715, 23.834999084472656, 1.9958264827728271]","[0.034999847412109375, 0.09999847412109375, 3.8716530799865723]",1.1920928955078125e-07,False
HERO_Storefront_LeftVertical_1,MESH,OTHER,Cube.171,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[-4.8013153076171875, 23.834999084472656, 1.9958266019821167]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-4.8013153076171875, 23.834999084472656, 1.9958266019821167]","[0.0, 0.0, 0.0]",2,0,HERO_Storefront_LeftVertical_1Action,0,0,"[-4.818815231323242, 23.78499984741211, 0.060000061988830566]","[-4.783815383911133, 23.884998321533203, 3.9316530227661133]","[-4.8013153076171875, 23.834999084472656, 1.9958264827728271]","[0.034999847412109375, 0.09999847412109375, 3.8716530799865723]",1.1920928955078125e-07,False
HERO_Storefront_LeftVertical_2,MESH,OTHER,Cube.179,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[0.6262584924697876, 23.834999084472656, 1.9958266019821167]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0.6262584924697876, 23.834999084472656, 1.9958266019821167]","[0.0, 0.0, 0.0]",2,0,HERO_Storefront_LeftVertical_2Action,0,0,"[0.6087585091590881, 23.78499984741211, 0.060000061988830566]","[0.6437584757804871, 23.884998321533203, 3.9316530227661133]","[0.6262584924697876, 23.834999084472656, 1.9958264827728271]","[0.034999966621398926, 0.09999847412109375, 3.8716530799865723]",1.1920928955078125e-07,False
HERO_Storefront_LeftVertical_3,MESH,OTHER,Cube.187,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[6.053832054138184, 23.834999084472656, 1.9958266019821167]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[6.053832054138184, 23.834999084472656, 1.9958266019821167]","[0.0, 0.0, 0.0]",2,0,HERO_Storefront_LeftVertical_3Action,0,0,"[6.036332130432129, 23.78499984741211, 0.060000061988830566]","[6.071331977844238, 23.884998321533203, 3.9316530227661133]","[6.053832054138184, 23.834999084472656, 1.9958264827728271]","[0.034999847412109375, 0.09999847412109375, 3.8716530799865723]",1.1920928955078125e-07,False
HERO_Storefront_MidHorizontal_0,MESH,OTHER,Cube.133,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[-8.14136028289795, 23.834999084472656, 1.9958266019821167]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-8.14136028289795, 23.834999084472656, 1.9958266019821167]","[0.0, 0.0, 0.0]",2,0,HERO_Storefront_MidHorizontal_0Action,0,0,"[-10.228888511657715, 23.78499984741211, 1.9783265590667725]","[-6.053832054138184, 23.884998321533203, 2.013326644897461]","[-8.14136028289795, 23.834999084472656, 1.9958266019821167]","[4.175056457519531, 0.09999847412109375, 0.03500008583068848]",0.0,False
HERO_Storefront_MidHorizontal_1,MESH,OTHER,Cube.173,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[-2.7137868404388428, 23.834999084472656, 1.9958266019821167]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-2.7137868404388428, 23.834999084472656, 1.9958266019821167]","[0.0, 0.0, 0.0]",2,0,HERO_Storefront_MidHorizontal_1Action,0,0,"[-4.8013153076171875, 23.78499984741211, 1.9783265590667725]","[-0.6262586116790771, 23.884998321533203, 2.013326644897461]","[-2.713787078857422, 23.834999084472656, 1.9958266019821167]","[4.175056457519531, 0.09999847412109375, 0.03500008583068848]",2.384185791015625e-07,False
HERO_Storefront_MidHorizontal_2,MESH,OTHER,Cube.181,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[2.7137868404388428, 23.834999084472656, 1.9958266019821167]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[2.7137868404388428, 23.834999084472656, 1.9958266019821167]","[0.0, 0.0, 0.0]",2,0,HERO_Storefront_MidHorizontal_2Action,0,0,"[0.6262586116790771, 23.78499984741211, 1.9783265590667725]","[4.8013153076171875, 23.884998321533203, 2.013326644897461]","[2.713787078857422, 23.834999084472656, 1.9958266019821167]","[4.175056457519531, 0.09999847412109375, 0.03500008583068848]",2.384185791015625e-07,False
HERO_Storefront_MidHorizontal_3,MESH,OTHER,Cube.189,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[8.14136028289795, 23.834999084472656, 1.9958266019821167]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[8.14136028289795, 23.834999084472656, 1.9958266019821167]","[0.0, 0.0, 0.0]",2,0,HERO_Storefront_MidHorizontal_3Action,0,0,"[6.053832054138184, 23.78499984741211, 1.9783265590667725]","[10.228888511657715, 23.884998321533203, 2.013326644897461]","[8.14136028289795, 23.834999084472656, 1.9958266019821167]","[4.175056457519531, 0.09999847412109375, 0.03500008583068848]",0.0,False
HERO_Storefront_RightVertical_0,MESH,OTHER,Cube.126,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[-6.053832054138184, 23.834999084472656, 1.9958266019821167]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-6.053832054138184, 23.834999084472656, 1.9958266019821167]","[0.0, 0.0, 0.0]",2,0,HERO_Storefront_RightVertical_0Action,0,0,"[-6.071331977844238, 23.78499984741211, 0.060000061988830566]","[-6.036332130432129, 23.884998321533203, 3.9316530227661133]","[-6.053832054138184, 23.834999084472656, 1.9958264827728271]","[0.034999847412109375, 0.09999847412109375, 3.8716530799865723]",1.1920928955078125e-07,False
HERO_Storefront_RightVertical_1,MESH,OTHER,Cube.172,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[-0.6262584924697876, 23.834999084472656, 1.9958266019821167]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-0.6262584924697876, 23.834999084472656, 1.9958266019821167]","[0.0, 0.0, 0.0]",2,0,HERO_Storefront_RightVertical_1Action,0,0,"[-0.6437584757804871, 23.78499984741211, 0.060000061988830566]","[-0.6087585091590881, 23.884998321533203, 3.9316530227661133]","[-0.6262584924697876, 23.834999084472656, 1.9958264827728271]","[0.034999966621398926, 0.09999847412109375, 3.8716530799865723]",1.1920928955078125e-07,False
HERO_Storefront_RightVertical_2,MESH,OTHER,Cube.180,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[4.8013153076171875, 23.834999084472656, 1.9958266019821167]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[4.8013153076171875, 23.834999084472656, 1.9958266019821167]","[0.0, 0.0, 0.0]",2,0,HERO_Storefront_RightVertical_2Action,0,0,"[4.783815383911133, 23.78499984741211, 0.060000061988830566]","[4.818815231323242, 23.884998321533203, 3.9316530227661133]","[4.8013153076171875, 23.834999084472656, 1.9958264827728271]","[0.034999847412109375, 0.09999847412109375, 3.8716530799865723]",1.1920928955078125e-07,False
HERO_Storefront_RightVertical_3,MESH,OTHER,Cube.188,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[10.228888511657715, 23.834999084472656, 1.9958266019821167]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[10.228888511657715, 23.834999084472656, 1.9958266019821167]","[0.0, 0.0, 0.0]",2,0,HERO_Storefront_RightVertical_3Action,0,0,"[10.21138858795166, 23.78499984741211, 0.060000061988830566]","[10.24638843536377, 23.884998321533203, 3.9316530227661133]","[10.228888511657715, 23.834999084472656, 1.9958264827728271]","[0.034999847412109375, 0.09999847412109375, 3.8716530799865723]",1.1920928955078125e-07,False
HERO_StoreMall_DeepBody,MESH,CHARACTER,Cube.050,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[0.0, 27.0, 2.886878252029419]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0.0, 27.0, 2.886878252029419]","[0.0, 0.0, 0.0]",2,0,HERO_StoreMall_DeepBodyAction,0,0,"[-12.803506851196289, 24.0, 0.0]","[12.803506851196289, 30.0, 5.773756504058838]","[0.0, 27.0, 2.886878252029419]","[25.607013702392578, 6.0, 5.773756504058838]",0.0,False
HERO_StoreMall_FlatRoof,MESH,OTHER,Cube.056,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[0.0, 27.0, 5.966214656829834]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0.0, 27.0, 5.966214656829834]","[0.0, 0.0, 0.0]",2,0,HERO_StoreMall_FlatRoofAction,0,0,"[-13.203507423400879, 23.75, 5.77375602722168]","[13.203507423400879, 30.25, 6.158673286437988]","[0.0, 27.0, 5.966214656829834]","[26.407014846801758, 6.5, 0.3849172592163086]",0.0,False
HERO_StoreMall_FrontParapet,MESH,OTHER,Cube.057,1,ENVIRONMENT_AND_PARKING,,OBJECT,,False,False,True,"[0.0, 23.920000076293945, 6.488602161407471]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0.0, 23.920000076293945, 6.488602161407471]","[0.0, 0.0, 0.0]",2,0,HERO_StoreMall_FrontParapetAction,0,0,"[-13.253506660461426, 23.81999969482422, 6.158673286437988]","[13.253506660461426, 24.020000457763672, 6.818531036376953]","[0.0, 23.920000076293945, 6.488602161407471]","[26.50701332092285, 0.20000076293945312, 0.6598577499389648]",0.0,False
HERO_Underglow_FrontHiddenStrip,MESH,OTHER,Cube.054,1,LIGHTS_AND_REFLECTION_HELPERS,,OBJECT,,False,False,True,"[-0.41960203647613525, 3.3008735179901123, 0.19275429844856262]","[0.0, -0.0, 0.47500112652778625]","[0.5365940928459167, 1.0, 1.0]","[-0.41960203647613525, 3.3008735179901123, 0.19275429844856262]","[0.0, 0.0, 0.0]",2,0,HERO_Underglow_FrontHiddenStripAction,0,0,"[-1.3537724018096924, 2.8041017055511475, 0.0029999762773513794]","[0.5145688652992249, 3.797644853591919, 0.0029999911785125732]","[-0.41960176825523376, 3.300873279571533, 0.0029999837279319763]","[1.8683412075042725, 0.9935431480407715, 1.4901161193847656e-08]",0.18975430567543033,False
HERO_Underglow_RearHiddenStrip,MESH,OTHER,Cube.055,1,LIGHTS_AND_REFLECTION_HELPERS,,OBJECT,,False,False,True,"[-2.4541354179382324, 7.081831932067871, 0.19275429844856262]","[0.0, -0.0, 0.4497731029987335]","[0.5107965469360352, 1.0, 1.0]","[-2.4541354179382324, 7.081831932067871, 0.19275429844856262]","[0.0, 0.0, 0.0]",2,0,HERO_Underglow_RearHiddenStripAction,0,0,"[-3.35449481010437, 6.629894256591797, 0.0029999911785125732]","[-1.5537751913070679, 7.533770561218262, 0.003000020980834961]","[-2.454134941101074, 7.081832408905029, 0.003000006079673767]","[1.8007196187973022, 0.9038763046264648, 2.9802322387695312e-08]",0.1897542958602,False
L.Eye,MESH,CHARACTER,Sphere.019,1,Main Model,,OBJECT,,False,False,True,"[0.1776907742023468, -0.34317445755004883, 2.2559003829956055]","[-0.2922254502773285, -0.08434820920228958, -0.05302854999899864]","[0.07299443334341049, 0.049894388765096664, 0.0726293995976448]","[0.1776907742023468, -0.34317445755004883, 2.2559003829956055]","[0.0, 0.0, 0.0]",1,0,L.EyeAction,0,0,"[0.10721604526042938, -0.397123783826828, 2.172396421432495]","[0.24816571176052094, -0.28922533988952637, 2.339404582977295]","[0.17769087851047516, -0.3431745767593384, 2.2559003829956055]","[0.14094966650009155, 0.10789844393730164, 0.1670081615447998]",1.5840151626966372e-07,False
Large Trash Can,EMPTY,OTHER,,0,PROPS,,OBJECT,Axle.001 | Can.001 | Handlebars.001 | Lid Pins.001 | Lid.001 | Ribbing.001,False,False,True,"[0.0, 23.24567222595215, 0.0]","[0.0, 0.0, 0.0]","[1.524537205696106, 1.524537205696106, 1.524537205696106]","[0.0, 23.24567222595215, 0.0]","[0.0, 0.0, 0.0]",0,0,Large Trash CanAction,0,0,,,,,,False
Lid Pins.001,MESH,OTHER,Mesh.019,1,PROPS,Large Trash Can,OBJECT,,False,False,True,"[-4.548223131450868e-09, 0.41747763752937317, 1.1111980676651]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[-6.9339352037900426e-09, 23.882131576538086, 1.6940628290176392]","[-0.0, 0.0, -0.0]",0,0,Lid Pins.001Action,0,0,"[-0.3735109567642212, 23.860727310180664, 1.6726596355438232]","[0.3735109567642212, 23.903535842895508, 1.7154700756072998]","[0.0, 23.882131576538086, 1.6940648555755615]","[0.7470219135284424, 0.04280853271484375, 0.04281044006347656]",2.0265697846730035e-06,False
Lid.001,MESH,OTHER,Mesh.017,1,PROPS,Large Trash Can,OBJECT,,False,False,True,"[0.0005004405975341797, 0.41747763752937317, 1.1111980676651]","[0.0, -0.0, 0.0]","[1.0, 1.0, 1.0]","[0.0007629403262399137, 23.882131576538086, 1.6940628290176392]","[-0.0, 0.0, -0.0]",1,0,Lid.001Action,0,0,"[-0.5261938571929932, 22.657508850097656, 1.659932255744934]","[0.5277202725410461, 23.917869567871094, 1.7981065511703491]","[0.0007632076740264893, 23.287689208984375, 1.7290194034576416]","[1.0539140701293945, 1.2603607177734375, 0.13817429542541504]",0.5954693005080545,True
Lightning,MESH,PROTECTED_EFFECT,Cylinder,1,06_LIGHTING_REFLECTIONS,,OBJECT,,False,False,True,"[-165.854248046875, -0.04423290491104126, 25.995426177978516]","[-0.06298112869262695, -0.06298112869262695, -0.06298112869262695]","[0.937018871307373, 0.937018871307373, 0.937018871307373]","[-117.52604675292969, -0.04423290491104126, 25.995426177978516]","[0.0, 0.0, 0.0]",1,1,CylinderAction,0,0,"[-111.34446716308594, 248.34326171875, -7.93782901763916]","[-43.985023498535156, 342.2274475097656, 516.6976318359375]","[-77.66474914550781, 295.28533935546875, 254.37989807128906]","[67.35944366455078, 93.88418579101562, 524.6354370117188]",375.4569731949363,True
