name,type,category,data_name,collections,parent,parent_type,hide_viewport,hide_render,visible_get,location,rotation_euler,scale,modifier_count,constraint_count,vertex_group_count,material_slots,action,driver_count,nla_track_count
Plane.025,MESH,OTHER,Plane.043,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Plastic,Plane.025Action,0,0
Plane.026,MESH,OTHER,Plane.046,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Plastic,Plane.026Action,0,0
Plane.027,MESH,OTHER,Plane.027,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,Underpart,Plane.027Action,0,0
Plane.028,MESH,OTHER,Plane.047,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Plastic,Plane.028Action,0,0
Plane.029,MESH,OTHER,Plane.032,SAME_NAME_Plane,Cast iron sewer hatch,OBJECT,False,False,True,"[0.0, 0.0, -0.01849575899541378]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,Material.004,Plane.029Action,0,0
Plane.030,MESH,OTHER,Plane.049,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Plastic.001 | Material.005,Plane.030Action,0,0
Plane.031,MESH,OTHER,Plane.052,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Plastic,Plane.031Action,0,0
Plane.032,MESH,OTHER,Plane.053,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Plastic,Plane.032Action,0,0
Plane.033,MESH,OTHER,Plane.054,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Car paint,Plane.033Action,0,0
Plane.034,MESH,OTHER,Plane.056,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Material.002 | Plastic | Material.018,Plane.034Action,0,0
Plane.035,MESH,OTHER,Plane.066,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Plastic,Plane.035Action,0,0
Plane.036,MESH,OTHER,Plane.018,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Underpart,Plane.036Action,0,0
Plane.037,MESH,OTHER,Plane.063,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Window,Plane.037Action,0,0
Plane.038,MESH,OTHER,Plane.061,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Window,Plane.038Action,0,0
Plane.039,MESH,OTHER,Plane.067,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,Underpart,Plane.039Action,0,0
Plane.040,MESH,OTHER,Plane.015,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,Window Glass Cycle,Plane.040Action,0,0
Plane.041,MESH,OTHER,Plane.021,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Underpart,Plane.041Action,0,0
Plane.042,MESH,OTHER,Plane.024,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,,Plane.042Action,0,0
Plane.043,MESH,OTHER,Plane.026,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,Material.003,Plane.043Action,0,0
Plane.045,MESH,OTHER,Plane.030,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Material.003,Plane.045Action,0,0
Plane.047,MESH,OTHER,Plane.028,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,Material.009,Plane.047Action,0,0
Plane.048,MESH,OTHER,Plane.029,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,Material.010,Plane.048Action,0,0
Plane.049,MESH,OTHER,Plane.031,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,Material.006 | Material.007,Plane.049Action,0,0
Plane.050,MESH,OTHER,Plane.037,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,Material.008,Plane.050Action,0,0
Plane.051,MESH,OTHER,Plane.035,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Material.008,Plane.051Action,0,0
Plane.052,MESH,OTHER,Plane.041,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,Material.008,Plane.052Action,0,0
Plane.053,MESH,OTHER,Plane.042,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Material.009,Plane.053Action,0,0
Plane.054,MESH,OTHER,Plane.038,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,Material.007,Plane.054Action,0,0
Plane.055,MESH,OTHER,Plane.048,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,Material.008,Plane.055Action,0,0
Plane.056,MESH,OTHER,Plane.050,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,Material.014,Plane.056Action,0,0
Plane.057,MESH,OTHER,Plane.058,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,Material.017,Plane.057Action,0,0
Plane.058,MESH,OTHER,Plane.057,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,Material.015,Plane.058Action,0,0
Plane.059,MESH,OTHER,Plane.059,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Material.016,Plane.059Action,0,0
Plane.060,MESH,OTHER,Plane.064,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,Material.015,Plane.060Action,0,0
Plane.061,MESH,OTHER,Plane.062,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,Glass.001,Plane.061Action,0,0
Plane.062,MESH,OTHER,Plane.065,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Material.011,Plane.062Action,0,0
Plane.063,MESH,OTHER,Plane.033,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,Material.015,Plane.063Action,0,0
Plane.064,MESH,OTHER,Plane.034,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,Material.015,Plane.064Action,0,0
Plane.065,MESH,OTHER,Plane.039,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,Material.011,Plane.065Action,0,0
Plane.066,MESH,OTHER,Plane.068,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,Material.012,Plane.066Action,0,0
Plane.067,MESH,OTHER,Plane.060,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,Material.015,Plane.067Action,0,0
Plane.068,MESH,OTHER,Plane.070,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,Material.015,Plane.068Action,0,0
Plane.069,MESH,OTHER,Plane.071,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,Material.015,Plane.069Action,0,0
Plane.070,MESH,OTHER,Plane.073,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,,Plane.070Action,0,0
Plane.071,MESH,OTHER,Plane.074,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,,Plane.071Action,0,0
Plane.072,MESH,OTHER,Plane.075,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,Material.013,Plane.072Action,0,0
Plane.074,MESH,OTHER,Plane.078,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Tires,Plane.074Action,0,0
Plane.076,MESH,OTHER,Plane.077,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Material.002,Plane.076Action,0,0
Plane.077,MESH,OTHER,Plane.079,SAME_NAME_Plane,Audi e-tron GT quattro Black,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1,0,0,Brake2 | Bolts,Plane.077Action,0,0
R.Eye,MESH,CHARACTER,Sphere.020,Main Model,,OBJECT,False,False,True,"[-0.08250532299280167, -0.38255709409713745, 2.2692859172821045]","[-0.29433825612068176, -0.04511673003435135, -0.1959303319454193]","[0.07263506948947906, 0.04994402080774307, 0.07288359105587006]",1,0,0,Material.019,R.EyeAction,0,0
Ribbing.001,MESH,OTHER,Mesh.021,PROPS,Large Trash Can,OBJECT,False,False,True,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,Can.002,Ribbing.001Action,0,0
Shoes,EMPTY,CHARACTER,,Shoes,,OBJECT,False,False,True,"[-0.10059821605682373, -0.6898431777954102, 0.0]","[0.0, 0.0, 2.384185791015625e-07]","[0.12018942087888718, 0.12018942087888718, 0.12018942087888718]",0,0,0,,ShoesAction,0,0
Stop sign,MESH,OTHER,Circle,PROPS,,OBJECT,False,False,True,"[-9.464717864990234, 3.741886615753174, 0.032826006412506104]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",2,0,0,STOP | Metal.001,Stop signAction,0,0
Traffic Cone (Photoscanned),MESH,OTHER,Traffic Cone (Photoscanned),PROPS,,OBJECT,False,False,True,"[0.0012167692184448242, 18.62605857849121, 0.010688450187444687]","[0.0, 0.0, 0.0]","[1.6110811233520508, 1.6110811233520508, 1.6110811233520508]",1,0,0,Traffic Cone (Photoscanned),Traffic Cone (Photoscanned)Action,0,0
Utility Box (Photoscanned),MESH,OTHER,Utility Box,PROPS,,OBJECT,False,False,True,"[-12.197587013244629, 23.763023376464844, 0.06434579938650131]","[0.0, 0.0, 0.0]","[1.5171620845794678, 1.5171620845794678, 1.5171620845794678]",2,0,0,UtilityBox,Utility Box (Photoscanned)Action,0,0
V2B_OverheadAmber_0,LIGHT,CHARACTER,V2B_OverheadAmber_0_Data.001,LIGHTS_AND_REFLECTION_HELPERS,,OBJECT,False,False,True,"[-5.22226619720459, 2.649782180786133, 5.278862953186035]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",0,0,0,,V2B_OverheadAmber_0Action,0,0
V2B_OverheadAmber_1,LIGHT,CHARACTER,V2B_OverheadAmber_1_Data.001,LIGHTS_AND_REFLECTION_HELPERS,,OBJECT,False,False,True,"[5.28436279296875, 2.6534018516540527, 5.278862953186035]","[0.0, -0.0, 3.1018993854522705]","[1.0, 1.0, 1.0]",0,0,0,,V2B_OverheadAmber_1Action,0,0
Volume,VOLUME,ENVIRONMENT_EFFECT,Volume,04_ENVIRONMENT_STOREFRONTS_PARKING,,OBJECT,False,False,True,"[0.00298503041267395, 90.68109893798828, 44.98980712890625]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",2,0,0,Material.023,,0,0
